phase,audit_round,audit_date,crawl_run_id,university_id,university_name,macro_area,institution_type,university_city,university_homepage_url,programmes_hub_url,sample_course_id,course_name,course_class,department,course_page_url,course_page_final_url,course_platform_type,js_heavy_flag,journey_start_url,journey_target_url,journey_success,journey_click_depth,journey_time_seconds,journey_path_type,journey_notes,breadcrumb_present,breadcrumb_depth_proxy,menu_clarity_score,onsite_search_present,orientation_description,orientation_requirements,orientation_deadlines,orientation_fees,orientation_contacts,orientation_multilingual,orientation_study_plan,orientation_careers,orientation_score_raw,orientation_score_norm,title_text,title_quality_score,meta_description_present,meta_description_quality_score,canonical_present,structured_data_course,structured_data_breadcrumb,indexability_status,google_query_exact,google_rank_exact,google_query_generic,google_rank_generic,official_result_present,third_party_above_official,ai_search_note,serp_known_institution_found_top10,serp_user_like_found_top10,serp_info_seeking_found_top10,serp_any_core_query_found_top10,serp_all_core_queries_found_top10,serp_best_rank_organic,serp_median_rank_found,serp_missing_all_core_queries,serp_crawl_run_id,lang_declared,skip_link_present,accessibility_statement_present,h1_present,heading_structure_score,missing_alt_count,empty_link_count,form_label_issue_count,wave_error_count,wave_contrast_error_count,wave_collection_mode,wave_metric_comparability,wave_crawl_run_id,lighthouse_performance,lighthouse_accessibility,lighthouse_best_practices,lighthouse_seo,lighthouse_strategy,lhci_run_id,course_title_present,course_title_location_type,course_title_local_findability,degree_level_present,degree_level_location_type,degree_level_local_findability,degree_class_present,degree_class_location_type,degree_class_local_findability,cfu_present,cfu_location_type,cfu_local_findability,duration_present,duration_location_type,duration_local_findability,academic_year_present,academic_year_location_type,academic_year_local_findability,location_present,location_location_type,location_local_findability,language_present,language_location_type,language_local_findability,study_plan_present,study_plan_location_type,study_plan_local_findability,admission_requirements_present,admission_requirements_location_type,admission_requirements_local_findability,admission_procedure_present,admission_procedure_location_type,admission_procedure_local_findability,deadlines_present,deadlines_location_type,deadlines_local_findability,fees_or_costs_present,fees_or_costs_location_type,fees_or_costs_local_findability,career_outcomes_present,career_outcomes_location_type,career_outcomes_local_findability,contacts_present,contacts_location_type,contacts_local_findability,official_regulation_present,official_regulation_location_type,official_regulation_local_findability,quality_or_satisfaction_present,quality_or_satisfaction_location_type,quality_or_satisfaction_local_findability,accessibility_services_present,accessibility_services_location_type,accessibility_services_local_findability,overall_extraction_confidence,structural_essential_info_complete,structural_essential_completeness_rate,structural_study_plan_present,structural_study_plan_direct,structural_study_plan_pdf_only,structural_admission_info_present,structural_contacts_present,structural_fragmented_information,structural_external_portal_dependency,journey_run_id,wave_crawl_run_id_prov,serp_crawl_run_id_prov,structural_extraction_run_id,source_document_id,canonical_course_url,evidence_path,overall_notes,review_status,provenance_notes,journey_blocked,journey_high_friction,weak_external_findability,accessibility_risk,technical_risk,information_fragmentation,critical_student_pathway,multi_phase_critical_case
definitive,sample_v1,2026-05-07,,UNI12,Università degli Studi Roma Tre,Centro,statale,Roma,https://www.uniroma3.it/,https://www.uniroma3.it/didattica/offerta-formativa/,C023,Scienze della comunicazione,L-20,,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/,uniroma3_course_site,0,https://www.uniroma3.it/,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/,1,2,22,menu,manual journey collected 2026-04-22 via homepage DIDATTICA mega-menu > Corsi di Laurea > Filosofia Comunicazione e Spettacolo section > course link; 2 clicks; the old didattica-ws menu URL redirects to the current 2025-2026 listing page with a direct course link,0,,3,0,1,1,1,1,1,1,1,1,8,1.0,Scienze della Comunicazione - Università Roma Tre,3,1,3,1,0,0,indexable,"""Scienze della comunicazione"" ""Università degli Studi Roma Tre""",1,Scienze della comunicazione Roma Tre,1,1,0,,1,1,1,1,1,1,1.0,0,CR040,1,0,1,1,1,0,2,2,5,1,api_primary,standard,WVRUN_001,0.44,0.9,0.79,1,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,ambiguous,ambiguous,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,accordion,ambiguous,present,heading_or_summary,ambiguous,present,linked_pdf,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,1,1.0,1,1,0,1,1,0,0,JR0023,WVRUN_001,CR040,STRUN_001,SD0049,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/,artifacts/journeys/J023_C023_scienze-della-comunicazione/source/SD0049.html,,validated,,0,0,0,0,1,0,0,0
definitive,sample_v1,2026-05-07,,UNI12,Università degli Studi Roma Tre,Centro,statale,Roma,https://www.uniroma3.it/,https://www.uniroma3.it/didattica/offerta-formativa/,C024,Scienze cognitive della comunicazione e dell'azione,LM-92,,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/,uniroma3_course_site,0,https://www.uniroma3.it/,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/,1,2,23,menu,manual journey collected 2026-04-22 via homepage DIDATTICA mega-menu > Corsi di Laurea Magistrale > Filosofia Comunicazione e Spettacolo section > course link; 2 clicks; the type-specific 2025-2026 listing links directly to the LM-92 course page,0,,3,0,1,1,1,1,1,1,1,1,8,1.0,Scienze Cognitive della Comunicazione e dell'Azione - Università Roma Tre,3,1,3,1,0,0,indexable,"""Scienze cognitive della comunicazione e dell'azione"" ""Università degli Studi Roma Tre""",1,Scienze cognitive della comunicazione e dell'azione Roma Tre,1,1,0,,1,1,1,1,1,1,1.0,0,CR040,1,0,1,1,1,0,2,2,5,1,api_primary,standard,WVRUN_001,0.52,0.9,0.79,1,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,ambiguous,ambiguous,present,ambiguous,ambiguous,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,accordion,ambiguous,present,heading_or_summary,ambiguous,present,linked_pdf,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,1,1.0,1,1,0,1,1,0,0,JR0024,WVRUN_001,CR040,STRUN_001,SD0050,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/,artifacts/journeys/J024_C024_scienze-cognitive-della-comunicazione-e-dell-azione/source/SD0050.html,,validated,,0,0,0,0,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI13,Università degli Studi di Palermo,Isole,statale,Palermo,https://www.unipa.it/,https://www.unipa.it/didattica/offerta-formativa.html,C025,Scienze della Comunicazione,L-20,,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447,unipa_course_site,0,https://www.unipa.it/,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447,1,2,30,programmes_hub,manual journey collected 2026-04-23 via homepage Didattica dropdown > offerta-formativa.html (Vue.js SPA with type filter) > Culture e Società dept > SCIENZE DELLA COMUNICAZIONE card > struttura.html?id=2989 → 302→302 → course page; 2 clicks; type filter Laurea used; 5 curricula all sharing UNIDB_ID=2989,1,,3,0,1,1,1,1,1,1,1,1,8,1.0,2447 - SCIENZE DELLA COMUNICAZIONE | Università degli Studi di Palermo,3,1,1,0,0,0,indexable,"""Scienze della Comunicazione"" ""Università degli Studi di Palermo""",1,Scienze della Comunicazione UniPa,3,1,0,,1,1,1,1,1,1,1.0,0,CR040,1,1,1,0,1,0,0,0,8,0,api_primary,standard,WVRUN_001,0.56,0.9,0.93,1,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,inline_html,ambiguous,present,linked_official_page,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,not_observed,0,0.8571,1,1,0,1,1,0,0,JR0025,WVRUN_001,CR040,STRUN_001,SD0053,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447,artifacts/journeys/J025_C025_scienze-della-comunicazione/source/SD0053.html,,validated,,0,0,0,1,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI13,Università degli Studi di Palermo,Isole,statale,Palermo,https://www.unipa.it/,https://www.unipa.it/didattica/offerta-formativa.html,C026,Comunicazione del patrimonio culturale,LM-92,,https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215,https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215,unipa_course_site,0,https://www.unipa.it/,https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215,1,2,24,programmes_hub,manual journey collected 2026-04-23 via homepage Didattica dropdown > offerta-formativa.html (Vue.js SPA with type filter) > Culture e Società dept > COMUNICAZIONE DEL PATRIMONIO CULTURALE card > struttura.html?id=1770 → 302→302 → course page; 2 clicks; type filter Laurea magistrale used; LM-92 with no curricula subdivisions,1,,3,0,1,1,1,1,1,1,1,1,8,1.0,2215 - COMUNICAZIONE DEL PATRIMONIO CULTURALE | Università degli Studi di Palermo,3,1,1,0,0,0,indexable,"""Comunicazione del patrimonio culturale"" ""Università degli Studi di Palermo""",1,Comunicazione del patrimonio culturale UniPa,1,1,0,,1,1,1,1,1,1,1.0,0,CR040,1,1,1,0,1,0,0,0,16,0,api_primary,standard,WVRUN_001,0.63,0.85,0.96,0.92,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,inline_html,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,linked_official_page,ambiguous,not_observed,not_observed,not_applicable,present,inline_html,ambiguous,present,linked_official_page,ambiguous,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,not_observed,0,0.8571,1,1,0,1,1,0,0,JR0026,WVRUN_001,CR040,STRUN_001,SD0054,https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215,artifacts/journeys/J026_C026_comunicazione-del-patrimonio-culturale/source/SD0054.html,,validated,,0,0,0,1,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI14,Università per Stranieri di Perugia,Centro,statale,Perugia,https://www.unistrapg.it/,https://www.unistrapg.it/offerta-formativa,C027,Comunicazione internazionale e pubblicitaria,L-20,,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-comunicazione-internazionale-e-pubblicitaria-comip,https://www.unistrapg.it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-comunicazione-internazionale-e-pubblicitaria-comip,unistrapg_course_site,0,https://www.unistrapg.it/,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-comunicazione-internazionale-e-pubblicitaria-comip,1,2,19,cta,manual journey collected 2026-04-23 via homepage Offerta formativa dropdown > corsi-di-laurea-e-laurea-magistrale listing > ComIP card Vai alla pagina del corso (/comip → 301 → canonical); 2 clicks; nav dropdown also exposes direct 1-click course link not taken; /comip slug confirmed 301 to canonical IT URL,1,,2,0,1,1,0,1,1,1,1,1,7,0.875,Corso di laurea in Comunicazione internazionale e pubblicitaria (ComIP),3,0,0,1,0,1,indexable,"""Comunicazione internazionale e pubblicitaria"" ""Università per Stranieri di Perugia""",1,Comunicazione internazionale e pubblicitaria UniStraPG,1,1,0,,1,1,1,1,1,1,1.0,0,CR040,1,1,1,1,1,0,0,1,3,0,api_primary,standard,WVRUN_001,0.55,1,0.79,0.92,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,ambiguous,ambiguous,present,inline_html,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,inline_html,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,linked_official_page,ambiguous,present,linked_official_page,ambiguous,not_observed,0,0.8571,1,1,0,1,1,0,0,JR0027,WVRUN_001,CR040,STRUN_001,SD0057,https://www.unistrapg.it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-comunicazione-internazionale-e-pubblicitaria-comip,artifacts/journeys/J027_C027_comunicazione-internazionale-e-pubblicitaria/source/SD0057.html,,validated,,0,0,0,0,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI14,Università per Stranieri di Perugia,Centro,statale,Perugia,https://www.unistrapg.it/,https://www.unistrapg.it/offerta-formativa,C028,"Comunicazione pubblicitaria, storytelling e cultura d'immagine",LM-92,,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-magistrale-comunicazione-pubblicitaria-storytelling-e-cultura-dimmagine-compsi,https://www.unistrapg.it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-magistrale-comunicazione-pubblicitaria-storytelling-e-cultura-dimmagine-compsi,unistrapg_course_site,0,https://www.unistrapg.it/,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-magistrale-comunicazione-pubblicitaria-storytelling-e-cultura-dimmagine-compsi,1,2,19,cta,CR028 2026-04-23; 2 clicks via Offerta formativa nav dropdown > corsi-di-laurea-e-laurea-magistrale listing > CompSI card Vai alla pagina del corso; /compsi slug → 301 → canonical /it/ URL; direct_cta_used=1; 1-click shortcut also present directly in nav dropdown,1,,2,0,1,1,0,1,1,1,1,1,7,0.875,"Corso di laurea magistrale in Comunicazione pubblicitaria, storytelling e cultura d'immagine (ComPSI)",3,0,0,1,0,1,indexable,"""Comunicazione pubblicitaria, storytelling e cultura d'immagine"" ""Università per Stranieri di Perugia""",1,"Comunicazione pubblicitaria, storytelling e cultura d'immagine UniStraPG",1,1,0,,1,1,1,1,1,1,1.0,0,CR041,1,1,1,1,1,0,0,1,4,0,api_primary,standard,WVRUN_001,0.55,1,0.79,0.92,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,ambiguous,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,inline_html,ambiguous,not_observed,not_observed,not_applicable,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,linked_official_page,ambiguous,present,linked_official_page,ambiguous,not_observed,0,0.8571,1,1,0,1,1,0,0,JR0028,WVRUN_001,CR041,STRUN_001,SD0058,https://www.unistrapg.it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-magistrale-comunicazione-pubblicitaria-storytelling-e-cultura-dimmagine-compsi,artifacts/journeys/J028_C028_comunicazione-pubblicitaria-storytelling-e-cultura-d-immagine/source/SD0058.html,,validated,,0,0,0,0,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI15,Università degli Studi di Urbino Carlo Bo,Centro,statale,Urbino,https://www.uniurb.it/,https://www.uniurb.it/studiaconnoi/futuri-studenti/corsi-di-studio,C029,"Informazione, Media, Pubblicità",L-20,,https://www.uniurb.it/corsi/1757256,https://www.uniurb.it/corsi/1757256,uniurb_course_site,0,https://www.uniurb.it/,https://www.uniurb.it/corsi/1757256,1,2,19,programmes_hub,CR028 2026-04-23; 2 clicks via homepage body Corsi di laurea e insegnamenti section > triennale inline link > corsi-di-studio listing > Informazione Media Pubblicita course link,1,,3,0,1,1,1,1,1,1,1,1,8,1.0,"INFORMAZIONE, MEDIA, PUBBLICITà - A.A. 2025/2026 - LAUREA",3,1,3,1,0,0,indexable,"""Informazione, Media, Pubblicità"" ""Università degli Studi di Urbino Carlo Bo""",1,"Informazione, Media, Pubblicità UniUrb",1,1,0,,1,1,1,1,1,1,1.0,0,CR041,1,0,1,1,1,0,2,1,7,2,api_primary,standard,WVRUN_001,0.52,0.92,0.96,0.92,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,table,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,table,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,table,ambiguous,present,ambiguous,ambiguous,present,linked_official_page,ambiguous,not_observed,1,1.0,1,1,0,1,1,0,0,JR0029,WVRUN_001,CR041,STRUN_001,SD0063,https://www.uniurb.it/corsi/1757256,artifacts/journeys/J029_C029_informazione-media-pubblicita/source/SD0063.html,,validated,,0,0,0,0,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI15,Università degli Studi di Urbino Carlo Bo,Centro,statale,Urbino,https://www.uniurb.it/,https://www.uniurb.it/studiaconnoi/futuri-studenti/corsi-di-studio,C030,Comunicazione Digitale per la Cultura,LM-92,,https://www.uniurb.it/corsi/1757220,https://www.uniurb.it/corsi/1757220,uniurb_course_site,0,https://www.uniurb.it/,https://www.uniurb.it/corsi/1757220,1,2,19,programmes_hub,CR028 2026-04-23; 2 clicks via homepage body Corsi di laurea e insegnamenti section > magistrale inline link > lauree-magistrali-biennali listing > Comunicazione Digitale per la Cultura course link,1,,3,0,1,1,1,1,1,1,1,1,8,1.0,COMUNICAZIONE DIGITALE PER LA CULTURA - A.A. 2025/2026 - LAUREA MAGISTRALE,3,1,3,1,0,0,indexable,"""Comunicazione Digitale per la Cultura"" ""Università degli Studi di Urbino Carlo Bo""",1,Comunicazione Digitale per la Cultura UniUrb,1,1,0,,1,1,1,1,1,1,1.0,0,CR041,1,0,1,1,1,0,2,1,7,2,api_primary,standard,WVRUN_001,0.48,0.92,0.96,0.92,mobile,CR034,present,ambiguous,ambiguous,present,table,ambiguous,present,table,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,table,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,table,ambiguous,present,ambiguous,ambiguous,present,linked_official_page,ambiguous,not_observed,1,1.0,1,1,0,1,1,0,0,JR0030,WVRUN_001,CR041,STRUN_001,SD0064,https://www.uniurb.it/corsi/1757220,artifacts/journeys/J030_C030_comunicazione-digitale-per-la-cultura/source/SD0064.html,,validated,,0,0,0,0,1,0,0,0
definitive,sample_v1,2026-05-07,,UNI16,Università Telematica Internazionale Uninettuno,Online,telematica,Online,https://www.uninettunouniversity.net/it/default.aspx,https://www.uninettunouniversity.net/it/laurea-scienze-della-comunicazione.aspx,C031,Comunicazione digitale d'impresa,L-20,,https://www.uninettunouniversity.net/it/indirizzo-comunicazione-digitale-d-impresa.aspx?degree=334&faculty=7&idindirizzo=179&mode=cs,https://www.uninettunouniversity.net/it/indirizzo-comunicazione-digitale-d-impresa.aspx?degree=334&faculty=7&idindirizzo=179&mode=cs,uninettuno_course_site,0,https://www.uninettunouniversity.net/it/default.aspx,https://www.uninettunouniversity.net/it/indirizzo-comunicazione-digitale-d-impresa.aspx?degree=334&faculty=7&idindirizzo=179&mode=cs,1,2,19,programmes_hub,CR029 2026-04-23; 2 clicks via homepage Offerta formativa card > Lauree Online in Scienze della Comunicazione > Comunicazione digitale d'impresa link on the faculty page,0,,2,0,1,1,0,0,1,1,1,1,6,0.75,Indirizzo: Comunicazione digitale d'impresa,2,1,3,0,0,0,indexable,"""Comunicazione digitale d'impresa"" ""Università Telematica Internazionale Uninettuno""",3,Comunicazione digitale d'impresa Uninettuno,3,1,0,,1,1,1,1,1,1,3.0,0,CR041,1,1,0,1,1,0,0,0,4,1,api_primary,standard,WVRUN_001,0.55,0.92,0.75,1,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,table,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,table,ambiguous,present,linked_official_page,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,linked_official_page,ambiguous,present,heading_or_summary,ambiguous,present,linked_pdf,ambiguous,present,linked_official_page,ambiguous,not_observed,not_observed,not_applicable,not_observed,0,0.7143,1,0,0,1,1,0,0,JR0031,WVRUN_001,CR041,STRUN_001,SD0067,https://www.uninettunouniversity.net/it/indirizzo-comunicazione-digitale-d-impresa.aspx?degree=334&faculty=7&idindirizzo=179&mode=cs,artifacts/journeys/J031_C031_comunicazione-digitale-d-impresa/source/SD0067.html,,validated,,0,0,0,0,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI16,Università Telematica Internazionale Uninettuno,Online,telematica,Online,https://www.uninettunouniversity.net/it/default.aspx,https://www.uninettunouniversity.net/it/laurea-scienze-della-comunicazione.aspx,C032,"Culture, linguaggi e strategie per la comunicazione nell'era digitale",LM-92,,https://www.uninettunouniversity.net/it/culture-linguaggi-e-strategie-per-la-comunicazione-nell-era-digitale.aspx,https://www.uninettunouniversity.net/it/culture-linguaggi-e-strategie-per-la-comunicazione-nell-era-digitale.aspx,uninettuno_course_site,0,https://www.uninettunouniversity.net/it/default.aspx,https://www.uninettunouniversity.net/it/culture-linguaggi-e-strategie-per-la-comunicazione-nell-era-digitale.aspx,1,2,19,programmes_hub,CR029 2026-04-23; 2 clicks via homepage Offerta formativa card > Lauree Online in Scienze della Comunicazione > LM-92 course link on the faculty page,0,,2,0,0,1,0,0,1,0,1,0,3,0.375,"Culture, linguaggi e strategie per la comunicazione nell'era digitale",2,1,3,0,0,0,indexable,"""Culture, linguaggi e strategie per la comunicazione nell'era digitale"" ""Università Telematica Internazionale Uninettuno""",2,"Culture, linguaggi e strategie per la comunicazione nell'era digitale Uninettuno",1,1,0,,1,1,1,1,1,1,1.0,0,CR041,1,1,0,0,0,0,0,0,1,0,api_primary,standard,WVRUN_001,0.43,0.93,0.75,1,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,linked_official_page,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,linked_pdf,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,not_observed,0,0.7143,1,0,0,1,1,0,0,JR0032,WVRUN_001,CR041,STRUN_001,SD0068,https://www.uninettunouniversity.net/it/culture-linguaggi-e-strategie-per-la-comunicazione-nell-era-digitale.aspx,artifacts/journeys/J032_C032_culture-linguaggi-e-strategie-per-la-comunicazione-nell-era-digi/source/SD0068.html,,validated,,0,0,0,0,1,0,0,0
definitive,sample_v1,2026-05-07,,UNI17,Università della Calabria,Sud,statale,Rende (CS),https://www.unical.it/,https://www.unical.it/didattica/offerta-formativa/,C033,Comunicazione e DAMS,L-3/L-20,,https://corsi.unical.it/lt-lmcu/comunicazione-e-dams/cds/corso/?lang=it,https://corsi.unical.it/lt-lmcu/comunicazione-e-dams/cds/corso/?lang=it,unical_course_portal,0,https://www.unical.it/,https://corsi.unical.it/lt-lmcu/comunicazione-e-dams/cds/corso/?lang=it,1,3,31,programmes_hub,CR029 2026-04-23; 3 actions via homepage Didattica mega-menu > Offerta Formativa > anno di immatricolazione 2025/2026 filter > generated /storage/cds/52558/ course details page for Comunicazione e DAMS. The new 2026/2027 brochure shortcut /lt-lmcu/comunicazione-e-dams currently returns 404 while the source-layer corsi.unical.it page remains live.,1,,3,0,1,0,0,1,1,0,1,1,5,0.625,Il Corso - COMUNICAZIONE E DAMS - Corsi di Laurea,3,1,1,0,0,0,non_indexable,"""Comunicazione e DAMS"" ""Università della Calabria""",1,Comunicazione e DAMS UniCal,1,1,0,,1,1,1,1,1,1,1.0,0,CR042,1,0,1,0,0,2,0,1,4,9,api_primary,standard,WVRUN_001,0.43,0.95,1,0.58,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,linked_official_page,ambiguous,present,linked_official_page,ambiguous,present,external_official_portal,ambiguous,present,table,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,linked_pdf,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,not_observed,0,0.5714,1,1,0,0,1,0,0,JR0033,WVRUN_001,CR042,STRUN_001,SD0071,https://corsi.unical.it/lt-lmcu/comunicazione-e-dams/cds/corso/?lang=it,artifacts/journeys/J033_C033_comunicazione-e-dams/source/SD0071.html,,validated,,0,0,0,0,1,0,0,0
