phase,audit_round,audit_date,crawl_run_id,university_id,university_name,macro_area,institution_type,university_city,university_homepage_url,programmes_hub_url,sample_course_id,course_name,course_class,department,course_page_url,course_page_final_url,course_platform_type,js_heavy_flag,journey_start_url,journey_target_url,journey_success,journey_click_depth,journey_time_seconds,journey_path_type,journey_notes,breadcrumb_present,breadcrumb_depth_proxy,menu_clarity_score,onsite_search_present,orientation_description,orientation_requirements,orientation_deadlines,orientation_fees,orientation_contacts,orientation_multilingual,orientation_study_plan,orientation_careers,orientation_score_raw,orientation_score_norm,title_text,title_quality_score,meta_description_present,meta_description_quality_score,canonical_present,structured_data_course,structured_data_breadcrumb,indexability_status,google_query_exact,google_rank_exact,google_query_generic,google_rank_generic,official_result_present,third_party_above_official,ai_search_note,serp_known_institution_found_top10,serp_user_like_found_top10,serp_info_seeking_found_top10,serp_any_core_query_found_top10,serp_all_core_queries_found_top10,serp_best_rank_organic,serp_median_rank_found,serp_missing_all_core_queries,serp_crawl_run_id,lang_declared,skip_link_present,accessibility_statement_present,h1_present,heading_structure_score,missing_alt_count,empty_link_count,form_label_issue_count,wave_error_count,wave_contrast_error_count,wave_collection_mode,wave_metric_comparability,wave_crawl_run_id,lighthouse_performance,lighthouse_accessibility,lighthouse_best_practices,lighthouse_seo,lighthouse_strategy,lhci_run_id,course_title_present,course_title_location_type,course_title_local_findability,degree_level_present,degree_level_location_type,degree_level_local_findability,degree_class_present,degree_class_location_type,degree_class_local_findability,cfu_present,cfu_location_type,cfu_local_findability,duration_present,duration_location_type,duration_local_findability,academic_year_present,academic_year_location_type,academic_year_local_findability,location_present,location_location_type,location_local_findability,language_present,language_location_type,language_local_findability,study_plan_present,study_plan_location_type,study_plan_local_findability,admission_requirements_present,admission_requirements_location_type,admission_requirements_local_findability,admission_procedure_present,admission_procedure_location_type,admission_procedure_local_findability,deadlines_present,deadlines_location_type,deadlines_local_findability,fees_or_costs_present,fees_or_costs_location_type,fees_or_costs_local_findability,career_outcomes_present,career_outcomes_location_type,career_outcomes_local_findability,contacts_present,contacts_location_type,contacts_local_findability,official_regulation_present,official_regulation_location_type,official_regulation_local_findability,quality_or_satisfaction_present,quality_or_satisfaction_location_type,quality_or_satisfaction_local_findability,accessibility_services_present,accessibility_services_location_type,accessibility_services_local_findability,overall_extraction_confidence,structural_essential_info_complete,structural_essential_completeness_rate,structural_study_plan_present,structural_study_plan_direct,structural_study_plan_pdf_only,structural_admission_info_present,structural_contacts_present,structural_fragmented_information,structural_external_portal_dependency,journey_run_id,wave_crawl_run_id_prov,serp_crawl_run_id_prov,structural_extraction_run_id,source_document_id,canonical_course_url,evidence_path,overall_notes,review_status,provenance_notes,journey_blocked,journey_high_friction,weak_external_findability,accessibility_risk,technical_risk,information_fragmentation,critical_student_pathway,multi_phase_critical_case
definitive,sample_v1,2026-05-07,,UNI06,Università degli Studi di Torino,Nord,statale,Torino,https://www.unito.it/,https://www.unito.it/didattica,C011,Scienze della comunicazione,L-20,,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,unito_course_card,0,https://www.unito.it/,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,1,4,40,onsite_search,manual journey collected 2026-04-21 via homepage > Didattica > Offerta formativa > Corsi di studio > internal autocomplete search; autocomplete returned the official course card directly,1,,1,1,1,1,1,1,1,0,1,1,7,0.875,[2705L31] SCIENZE DELLA COMUNICAZIONE | Università di Torino,3,0,0,1,0,0,indexable,"""Scienze della comunicazione"" ""Università degli Studi di Torino""",1,Scienze della comunicazione UniTo,2,1,0,,1,1,1,1,1,1,2.0,0,CR037,1,1,1,1,3,0,0,0,1,25,api_primary,standard,WVRUN_001,0.8,0.93,0.96,0.92,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,inline_html,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,inline_html,ambiguous,present,linked_official_page,ambiguous,present,linked_official_page,ambiguous,present,linked_official_page,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,linked_official_page,ambiguous,not_observed,1,1.0,1,1,0,1,1,0,0,JR0011,WVRUN_001,CR037,STRUN_001,SD0024,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,artifacts/journeys/J011_C011_scienze-della-comunicazione/source/SD0024.html,,validated,,0,1,0,1,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI06,Università degli Studi di Torino,Nord,statale,Torino,https://www.unito.it/,https://www.unito.it/didattica,C012,Comunicazione e culture dei media,LM-92,,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media,unito_course_card,0,https://www.unito.it/,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media,1,4,42,onsite_search,manual journey collected 2026-04-21 via homepage > Didattica > Offerta formativa > Corsi di studio > internal autocomplete search; autocomplete returned the official magistrale course card directly,1,,1,1,1,1,0,1,1,1,1,1,7,0.875,[0507M21] COMUNICAZIONE E CULTURE DEI MEDIA | Università di Torino,3,0,0,1,0,0,indexable,"""Comunicazione e culture dei media"" ""Università degli Studi di Torino""",1,Comunicazione e culture dei media UniTo,1,1,0,,1,1,1,1,1,1,1.0,0,CR035,1,1,1,1,3,0,0,0,1,25,api_primary,standard,WVRUN_001,0.82,0.93,0.96,0.92,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,inline_html,ambiguous,not_observed,not_observed,not_applicable,present,linked_official_page,ambiguous,present,linked_official_page,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,linked_official_page,ambiguous,not_observed,0,0.8571,1,1,0,1,1,0,0,JR0012,WVRUN_001,CR035,STRUN_001,SD0025,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media,artifacts/journeys/J012_C012_comunicazione-e-culture-dei-media/source/SD0025.html,,validated,,0,1,0,1,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI07,Università degli Studi di Genova,Nord,statale,Genova-Savona,https://unige.it/,https://corsi.unige.it/,C013,"Media, comunicazione e società",L-20,,https://corsi.unige.it/corsi/11938,https://corsi.unige.it/corsi/11938,unige_course_portal,0,https://unige.it/,https://corsi.unige.it/corsi/11938,1,2,30,programmes_hub,manual journey collected 2026-04-22 via homepage 'Futuri Studenti' card 'Lauree triennali' > triennale listing > course card; 11938 is 2025/26 code (prev 11417 same course); 2 clicks from homepage,1,,2,0,1,1,1,1,1,1,1,1,8,1.0,"CORSO DI LAUREA TRIENNALE (D.M. 1648/2023) in  MEDIA, COMUNICAZIONE E SOCIETÀ | UniGe | Università di Genova | Corsi di Studio UniGe",4,0,0,0,0,0,indexable,"""Media, comunicazione e società"" ""Università degli Studi di Genova""",1,"Media, comunicazione e società UniGe",2,1,0,,1,1,1,1,1,1,2.0,0,CR038,1,1,1,1,1,0,7,0,19,29,api_primary,standard,WVRUN_001,0.97,0.86,1,0.92,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,table,ambiguous,present,ambiguous,ambiguous,present,table,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,table,ambiguous,present,heading_or_summary,ambiguous,present,table,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,1,1.0,1,1,0,1,1,0,0,JR0013,WVRUN_001,CR038,STRUN_001,SD0028,https://corsi.unige.it/corsi/11938,artifacts/journeys/J013_C013_media-comunicazione-e-societa/source/SD0028.html,,validated,,0,0,0,1,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI07,Università degli Studi di Genova,Nord,statale,Genova-Savona,https://unige.it/,https://corsi.unige.it/,C014,Digital Humanities - Interactive systems and digital media,LM-92,,https://corsi.unige.it/corsi/11945,https://corsi.unige.it/corsi/11945,unige_course_portal,0,https://unige.it/,https://corsi.unige.it/corsi/11945,1,2,34,programmes_hub,manual journey collected 2026-04-22 via homepage 'Futuri Studenti' card 'Lauree magistrali' > magistrale listing > course card; 11945 is 2025/26 code (prev 11661 same course); English-language course in Italian listing; 2 clicks,1,,2,0,1,1,1,1,1,1,1,1,8,1.0,CORSO DI LAUREA MAGISTRALE (D.M. 1649/2023) in  DIGITAL HUMANITIES - INTERACTIVE SYSTEMS AND DIGITAL MEDIA | UniGe | Università di Genova | Corsi di Studio UniGe,4,0,0,0,0,0,indexable,"""Digital Humanities - Interactive systems and digital media"" ""Università degli Studi di Genova""",1,Digital Humanities - Interactive systems and digital media UniGe,1,1,0,,1,1,1,1,1,1,1.0,0,CR038,1,1,1,1,1,2,7,0,21,42,api_primary,standard,WVRUN_001,0.57,0.82,1,0.83,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,table,ambiguous,present,ambiguous,ambiguous,present,table,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,table,ambiguous,present,heading_or_summary,ambiguous,present,table,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,0,0.8571,1,1,0,1,1,0,0,JR0014,WVRUN_001,CR038,STRUN_001,SD0029,https://corsi.unige.it/corsi/11945,artifacts/journeys/J014_C014_digital-humanities-interactive-systems-and-digital-media/source/SD0029.html,,validated,,0,0,0,1,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI08,Università degli Studi di Milano-Bicocca,Nord,statale,Milano,https://www.unimib.it/,https://www.unimib.it/studiare,C015,Comunicazione interculturale,L-20,,https://www.unimib.it/triennale/comunicazione-interculturale,https://www.unimib.it/triennale/comunicazione-interculturale,unimib_course_site,0,https://www.unimib.it/,https://www.unimib.it/triennale/comunicazione-interculturale,1,3,45,programmes_hub,manual journey collected 2026-04-22 via homepage nav 'Studiare' dropdown > 'Corsi di laurea - iscrizioni' > offerta formativa > 'Area Formazione' > course card; 7 discipline areas; 3 clicks,1,,0,0,1,1,0,1,1,1,1,0,6,0.75,Comunicazione interculturale | Università degli Studi di Milano-Bicocca,3,0,0,1,0,0,indexable,"""Comunicazione interculturale"" ""Università degli Studi di Milano-Bicocca""",1,Comunicazione interculturale UniMiB,1,1,0,,1,1,1,1,1,1,1.0,0,CR038,1,1,1,1,2,0,0,0,4,9,api_primary,standard,WVRUN_001,0.59,0.96,0.96,0.92,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,external_official_portal,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,linked_official_page,ambiguous,not_observed,not_observed,not_applicable,present,linked_official_page,ambiguous,present,external_official_portal,ambiguous,present,ambiguous,ambiguous,present,linked_official_page,ambiguous,not_observed,0,0.8571,1,1,0,1,1,0,1,JR0015,WVRUN_001,CR038,STRUN_001,SD0032,https://www.unimib.it/triennale/comunicazione-interculturale,artifacts/journeys/J015_C015_comunicazione-interculturale/source/SD0032.html,,validated,,0,1,0,0,0,1,0,0
definitive,sample_v1,2026-05-07,,UNI08,Università degli Studi di Milano-Bicocca,Nord,statale,Milano,https://www.unimib.it/,https://www.unimib.it/studiare,C016,Teoria e tecnologia della comunicazione,LM-92,,https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione,https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione,unimib_course_site,0,https://www.unimib.it/,https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione,1,3,35,menu,manual journey collected 2026-04-22 via homepage nav 'Studiare' dropdown > 'Corsi di laurea - iscrizioni' > 'Area Scienze - Laurea magistrale' (16 magistrali) > course card; 3 clicks,1,,0,0,1,1,0,1,1,1,1,1,7,0.875,Teoria e tecnologia della comunicazione | Università degli Studi di Milano-Bicocca,3,0,0,1,0,0,indexable,"""Teoria e tecnologia della comunicazione"" ""Università degli Studi di Milano-Bicocca""",1,Teoria e tecnologia della comunicazione UniMiB,1,1,0,,1,1,1,1,1,1,1.0,0,CR038,1,1,1,1,2,0,0,0,4,9,api_primary,standard,WVRUN_001,0.68,0.96,0.96,0.85,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,linked_official_page,ambiguous,present,ambiguous,ambiguous,present,linked_official_page,ambiguous,present,external_official_portal,ambiguous,present,ambiguous,ambiguous,present,linked_official_page,ambiguous,not_observed,0,0.7143,1,1,0,1,1,0,0,JR0016,WVRUN_001,CR038,STRUN_001,SD0033,https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione,artifacts/journeys/J016_C016_teoria-e-tecnologia-della-comunicazione/source/SD0033.html,,validated,,0,1,0,0,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI09,Università degli Studi di Milano,Nord,statale,Milano,https://www.unimi.it/,https://www.unimi.it/it/corsi,C017,Comunicazione e società,L-20,,https://www.unimi.it/it/corsi/laurea-triennale/comunicazione-e-societa-ces,https://www.unimi.it/it/corsi/laurea-triennale/comunicazione-e-societa-ces,unimi_course_site,0,https://www.unimi.it/,https://www.unimi.it/it/corsi/laurea-triennale/comunicazione-e-societa-ces,1,2,20,menu,manual journey collected 2026-04-22 via 'Corsi' nav dropdown > 'Lauree triennali e magistrali ciclo unico' > alphabetical listing (82 corsi) > course card; 2 clicks,1,,2,0,1,1,1,1,1,1,1,1,8,1.0,Comunicazione e società (CES) | Università degli Studi di Milano Statale,3,0,0,1,0,0,indexable,"""Comunicazione e società"" ""Università degli Studi di Milano""",1,Comunicazione e società UniMi,1,1,0,,1,1,1,1,1,1,1.0,0,CR038,1,1,1,1,1,0,0,1,1,2,api_primary,standard,WVRUN_001,0.66,0.96,0.96,0.92,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,linked_official_page,ambiguous,present,linked_official_page,ambiguous,present,heading_or_summary,ambiguous,present,linked_pdf,ambiguous,not_observed,not_observed,not_applicable,present,linked_official_page,ambiguous,not_observed,1,1.0,1,1,0,1,1,0,0,JR0017,WVRUN_001,CR038,STRUN_001,SD0036,https://www.unimi.it/it/corsi/laurea-triennale/comunicazione-e-societa-ces,artifacts/journeys/J017_C017_comunicazione-e-societa/source/SD0036.html,,validated,,0,0,0,0,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI09,Università degli Studi di Milano,Nord,statale,Milano,https://www.unimi.it/,https://www.unimi.it/it/corsi,C018,"Editoria, culture della comunicazione e della moda",LM-92,,https://www.unimi.it/it/corsi/laurea-magistrale/editoria-culture-della-comunicazione-e-della-moda,https://www.unimi.it/it/corsi/laurea-magistrale/editoria-culture-della-comunicazione-e-della-moda,unimi_course_site,0,https://www.unimi.it/,https://www.unimi.it/it/corsi/laurea-magistrale/editoria-culture-della-comunicazione-e-della-moda,1,2,20,menu,manual journey collected 2026-04-22 via 'Corsi' nav dropdown > 'Lauree Magistrali' > alphabetical listing (78 corsi) > course card; 2 clicks; same UniMi navigation pattern as J017,1,,2,0,1,1,1,1,1,1,1,1,8,1.0,"Editoria, culture della comunicazione e della moda | Università degli Studi di Milano Statale",3,0,0,1,0,0,indexable,"""Editoria, culture della comunicazione e della moda"" ""Università degli Studi di Milano""",1,"Editoria, culture della comunicazione e della moda UniMi",1,1,0,,1,1,1,1,1,1,1.0,0,CR039,1,1,1,1,1,0,0,1,1,2,api_primary,standard,WVRUN_001,0.65,0.96,0.96,0.92,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,table,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,linked_official_page,ambiguous,present,linked_official_page,ambiguous,present,linked_official_page,ambiguous,present,heading_or_summary,ambiguous,present,linked_pdf,ambiguous,present,ambiguous,ambiguous,present,linked_official_page,ambiguous,low,1,1.0,1,1,0,1,1,0,0,JR0018,WVRUN_001,CR039,STRUN_001,SD0037,https://www.unimi.it/it/corsi/laurea-magistrale/editoria-culture-della-comunicazione-e-della-moda,artifacts/journeys/J018_C018_editoria-culture-della-comunicazione-e-della-moda/source/SD0037.html,,validated,,0,0,0,0,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI10,Università degli Studi dell'Insubria,Nord,statale,Varese,https://www.uninsubria.it/,https://www.uninsubria.it/formazione/la-nostra-didattica,C019,Scienze della comunicazione,L-20,,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea/scienze-della-comunicazione,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea/scienze-della-comunicazione,uninsubria_course_site,0,https://www.uninsubria.it/,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea/scienze-della-comunicazione,1,2,22,menu,manual journey collected 2026-04-22 via homepage Formazione nav dropdown > Corsi di laurea > shared all-courses listing > course link; 2 clicks; observed path bypasses the broader La nostra didattica overview page,1,,3,0,1,1,1,1,1,1,1,1,8,1.0,[SU02] SCIENZE DELLA COMUNICAZIONE | Università degli studi dell'Insubria,3,0,0,1,0,0,indexable,"""Scienze della comunicazione"" ""Università degli Studi dell'Insubria""",1,Scienze della comunicazione Insubria,1,1,0,,1,1,1,1,1,1,1.0,0,CR039,1,1,1,1,2,0,0,0,7,3,api_primary,standard,WVRUN_001,0.73,0.95,0.96,0.92,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,accordion,ambiguous,present,linked_official_page,ambiguous,present,heading_or_summary,ambiguous,medium,1,1.0,1,1,0,1,1,0,0,JR0019,WVRUN_001,CR039,STRUN_001,SD0040,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea/scienze-della-comunicazione,artifacts/journeys/J019_C019_scienze-della-comunicazione/source/SD0040.html,,validated,,0,0,0,0,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI10,Università degli Studi dell'Insubria,Nord,statale,Varese,https://www.uninsubria.it/,https://www.uninsubria.it/formazione/la-nostra-didattica,C020,Scienze e Tecniche della Comunicazione,LM-92,,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea/scienze-e-tecniche-della-comunicazione,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea/scienze-e-tecniche-della-comunicazione,uninsubria_course_site,0,https://www.uninsubria.it/,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea/scienze-e-tecniche-della-comunicazione,1,2,24,menu,manual journey collected 2026-04-22 via homepage Formazione nav dropdown > Corsi di laurea > shared all-courses listing > course link; 2 clicks; same listing used for J019 exposes both communication degrees,1,,3,0,1,1,1,1,1,1,1,1,8,1.0,[SU03] SCIENZE E TECNICHE DELLA COMUNICAZIONE | Università degli studi dell'Insubria,3,0,0,1,0,0,indexable,"""Scienze e Tecniche della Comunicazione"" ""Università degli Studi dell'Insubria""",1,Scienze e Tecniche della Comunicazione Insubria,1,1,0,,1,1,1,1,1,1,1.0,0,CR039,1,1,1,1,2,0,0,0,7,3,api_primary,standard,WVRUN_001,0.77,0.95,0.96,0.92,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,present,accordion,ambiguous,present,linked_official_page,ambiguous,present,heading_or_summary,ambiguous,medium,1,1.0,1,1,0,1,1,0,0,JR0020,WVRUN_001,CR039,STRUN_001,SD0041,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea/scienze-e-tecniche-della-comunicazione,artifacts/journeys/J020_C020_scienze-e-tecniche-della-comunicazione/source/SD0041.html,,validated,,0,0,0,0,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI11,Università degli Studi di Salerno,Sud,statale,Fisciano (SA),https://www.unisa.it/,https://web.unisa.it/didattica/corsi-laurea,C021,Scienze della comunicazione,L-20,,https://corsi.unisa.it/scienze-della-comunicazione,https://corsi.unisa.it/scienze-della-comunicazione,unisa_course_site,0,https://www.unisa.it/,https://corsi.unisa.it/scienze-della-comunicazione,1,3,28,menu,manual journey collected 2026-04-22 via homepage > Didattica > Corsi di Laurea e Laurea Magistrale > triennale table > course link; 3 clicks; listing row shows SC122 and links to the dedicated course site,1,,1,0,1,1,0,0,1,1,1,1,6,0.75,Scienze della Comunicazione | Home,2,0,0,0,0,0,indexable,"""Scienze della comunicazione"" ""Università degli Studi di Salerno""",1,Scienze della comunicazione Unisa,1,1,0,,1,1,1,1,1,1,1.0,0,CR039,1,1,1,1,1,0,1,0,3,8,api_primary,standard,WVRUN_001,0.95,0.98,0.79,0.92,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,linked_official_page,ambiguous,present,linked_official_page,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,external_official_portal,ambiguous,present,linked_official_page,ambiguous,present,heading_or_summary,ambiguous,present,linked_official_page,ambiguous,present,external_official_portal,ambiguous,not_observed,0,0.7143,1,0,0,1,1,0,0,JR0021,WVRUN_001,CR039,STRUN_001,SD0044,https://corsi.unisa.it/scienze-della-comunicazione,artifacts/journeys/J021_C021_scienze-della-comunicazione/source/SD0044.html,,validated,,0,0,0,0,0,0,0,0
definitive,sample_v1,2026-05-07,,UNI11,Università degli Studi di Salerno,Sud,statale,Fisciano (SA),https://www.unisa.it/,https://web.unisa.it/didattica/corsi-laurea,C022,Corporate Communication e Media (interclasse LM-59/LM-92),LM-59/LM-92,,https://corsi.unisa.it/corporate-communication-e-media,https://corsi.unisa.it/corporate-communication-e-media,unisa_course_site,0,https://www.unisa.it/,https://corsi.unisa.it/corporate-communication-e-media,1,3,30,menu,manual journey collected 2026-04-22 via homepage > Didattica > Corsi di Laurea e Laurea Magistrale > interclasse magistrale table > course link; 3 clicks; listing row exposes the dedicated course site for Corporate Communication e Media,1,,1,0,0,1,0,0,1,1,1,1,5,0.625,Corporate Communication e Media | Home,2,0,0,0,0,0,indexable,"""Corporate Communication e Media"" ""Università degli Studi di Salerno""",1,Corporate Communication e Media Unisa,1,1,0,,1,1,1,1,1,1,1.0,0,CR039,1,1,1,1,1,0,1,0,3,8,api_primary,standard,WVRUN_001,0.92,0.98,0.79,0.92,mobile,CR034,present,ambiguous,ambiguous,present,heading_or_summary,ambiguous,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,heading_or_summary,ambiguous,not_observed,not_observed,not_applicable,present,linked_official_page,ambiguous,present,linked_official_page,ambiguous,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,not_observed,not_observed,not_applicable,present,external_official_portal,ambiguous,present,linked_official_page,ambiguous,present,heading_or_summary,ambiguous,present,linked_official_page,ambiguous,present,external_official_portal,ambiguous,not_observed,0,0.7143,1,0,0,1,1,0,0,JR0022,WVRUN_001,CR039,STRUN_001,SD0045,https://corsi.unisa.it/corporate-communication-e-media,artifacts/journeys/J022_C022_corporate-communication-e-media-interclasse-lm-59-lm-92/source/SD0045.html,,validated,,0,0,0,0,0,0,0,0
