crawl_run_id,serp_observation_id,course_id,university_id,source_document_id,query_template_id,query_type,query_string,search_engine,search_interface,hl,gl,browser_mode,login_status,device_profile,viewport_width,observed_at,max_organic_depth,max_organic_depth_observed,target_found,target_found_top10,target_found_top20,target_rank_organic,target_rank_absolute,target_result_title,target_result_url,target_match_type,canonical_course_url,serp_features_observed,ads_observed,evidence_capture_path,notes
CR037,[auto_on_import],C007,UNI04,[to_be_filled],SQ01,known_institution,"""Scienze Umanistiche per la Comunicazione"" ""Università degli Studi di Firenze""",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T12:53:00+02:00,10,10,true,true,,1,1,[B316] SCIENZE UMANISTICHE PER LA COMUNICAZIONE,https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-triennali-e-a-ciclo-unico/scienze-umanistiche-la,official_equivalent,https://www.unifi.it/it/node/6520,ai_overview,false,artifacts/runs/SERP_B002/serp/SERP_B002_r001_top10.png,"Primi tre risultati sono tre link diversi che portano a tre pagine equivalenti (unifi studia con noi, sc-unacom unifi e unifi course catalogue)"
CR037,[auto_on_import],C007,UNI04,[to_be_filled],SQ02,user_like_institutional,Scienze Umanistiche per la Comunicazione UniFi,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T12:59:00+02:00,10,10,true,true,,1,1,[B316] SCIENZE UMANISTICHE PER LA COMUNICAZIONE,https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-triennali-e-a-ciclo-unico/scienze-umanistiche-la,official_equivalent,https://www.unifi.it/it/node/6520,people_also_ask,false,artifacts/runs/SERP_B002/serp/SERP_B002_r002_top10.png,"Primi tre risultati sono tre link diversi che portano a tre pagine equivalenti (unifi studia con noi, sc-unacom unifi e unifi course catalogue)"
CR037,[auto_on_import],C007,UNI04,[to_be_filled],SQ03,information_seeking,Scienze Umanistiche per la Comunicazione triennale Firenze,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T13:03:00+02:00,10,10,true,true,,1,1,[B316] SCIENZE UMANISTICHE PER LA COMUNICAZIONE,https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-triennali-e-a-ciclo-unico/scienze-umanistiche-la,official_equivalent,https://www.unifi.it/it/node/6520,ai_overview,true,artifacts/runs/SERP_B002/serp/SERP_B002_r003_top10.png,"Primi tre risultati sono tre link diversi che portano a tre pagine equivalenti (unifi studia con noi, sc-unacom unifi e unifi course catalogue)"
CR037,[auto_on_import],C008,UNI04,[to_be_filled],SQ01,known_institution,"""Pratiche, linguaggi e culture della comunicazione"" ""Università degli Studi di Firenze""",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T13:05:00+02:00,10,10,true,true,,1,1,"Pratiche, linguaggi e culture della comunicazione",https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-magistrali/pratiche-linguaggi-e-culture-della,canonical_exact,https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-magistrali/pratiche-linguaggi-e-culture-della,,false,artifacts/runs/SERP_B002/serp/SERP_B002_r004_top10.png,"Secondo risultato è il sito del corso di laurea, dentro il dominio unifi"
CR037,[auto_on_import],C008,UNI04,[to_be_filled],SQ02,user_like_institutional,"Pratiche, linguaggi e culture della comunicazione UniFi",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T13:10:00+02:00,10,10,true,true,,1,1,"Pratiche, linguaggi e culture della comunicazione",https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-magistrali/pratiche-linguaggi-e-culture-della,canonical_exact,https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-magistrali/pratiche-linguaggi-e-culture-della,,false,artifacts/runs/SERP_B002/serp/SERP_B002_r005_top10.png,"Secondo risultato è il sito del corso di laurea, dentro il dominio unifi"
CR037,[auto_on_import],C008,UNI04,[to_be_filled],SQ03,information_seeking,"Pratiche, linguaggi e culture della comunicazione magistrale Firenze",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T13:12:00+02:00,10,10,true,true,,1,1,"Pratiche, linguaggi e culture della comunicazione",https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-magistrali/pratiche-linguaggi-e-culture-della,canonical_exact,https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-magistrali/pratiche-linguaggi-e-culture-della,,false,artifacts/runs/SERP_B002/serp/SERP_B002_r006_top10.png,"Secondo risultato è il sito del corso di laurea, dentro il dominio unifi"
CR037,[auto_on_import],C009,UNI05,[to_be_filled],SQ01,known_institution,"""Scienze della comunicazione"" ""Università degli Studi di Siena""",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T13:14:00+02:00,10,10,true,true,,1,1,SCIENZE DELLA COMUNICAZIONE | - Unisi,https://scienze-comunicazione.unisi.it/it,canonical_exact,https://scienze-comunicazione.unisi.it/it,ai_overview,true,artifacts/runs/SERP_B002/serp/SERP_B002_r007_top10.png,
CR037,[auto_on_import],C009,UNI05,[to_be_filled],SQ02,user_like_institutional,Scienze della comunicazione UniSi,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T13:17:00+02:00,10,10,true,true,,1,1,SCIENZE DELLA COMUNICAZIONE | - Unisi,https://scienze-comunicazione.unisi.it/it,canonical_exact,https://scienze-comunicazione.unisi.it/it,,false,artifacts/runs/SERP_B002/serp/SERP_B002_r008_top10.png,
CR037,[auto_on_import],C009,UNI05,[to_be_filled],SQ03,information_seeking,Scienze della comunicazione triennale Siena,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T13:19:00+02:00,10,10,true,true,,1,1,SCIENZE DELLA COMUNICAZIONE | - Unisi,https://scienze-comunicazione.unisi.it/it,canonical_exact,https://scienze-comunicazione.unisi.it/it,ai_overview,false,artifacts/runs/SERP_B002/serp/SERP_B002_r009_top10.png,
CR037,[auto_on_import],C010,UNI05,[to_be_filled],SQ01,known_institution,"""Strategie e tecniche della comunicazione"" ""Università degli Studi di Siena""",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T13:20:00+02:00,10,10,true,true,,1,1,STRATEGIE E TECNICHE DELLA COMUNICAZIONE | - Unisi,https://comunicazione-tecniche-strategie.unisi.it/it,official_equivalent,https://www.unisi.it/ugov/degree/82714,ai_overview,false,artifacts/runs/SERP_B002/serp/SERP_B002_r010_top10.png,Il secondo risultato sarebbe potuto essere canonical_exact ma riferisce alla pagina del corso del 2020/2021
CR037,[auto_on_import],C010,UNI05,[to_be_filled],SQ02,user_like_institutional,Strategie e tecniche della comunicazione UniSi,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T13:26:00+02:00,10,10,true,true,,1,1,STRATEGIE E TECNICHE DELLA COMUNICAZIONE | - Unisi,https://comunicazione-tecniche-strategie.unisi.it/it,official_equivalent,https://www.unisi.it/ugov/degree/82714,,false,artifacts/runs/SERP_B002/serp/SERP_B002_r011_top10.png,Il secondo risultato sarebbe potuto essere canonical_exact ma riferisce alla pagina del corso del 2020/2021
CR037,[auto_on_import],C010,UNI05,[to_be_filled],SQ03,information_seeking,Strategie e tecniche della comunicazione magistrale Siena,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T13:28:00+02:00,10,10,true,true,,1,1,STRATEGIE E TECNICHE DELLA COMUNICAZIONE | - Unisi,https://comunicazione-tecniche-strategie.unisi.it/it,official_equivalent,https://www.unisi.it/ugov/degree/82714,ai_overview,false,artifacts/runs/SERP_B002/serp/SERP_B002_r012_top10.png,Il secondo risultato sarebbe potuto essere canonical_exact ma riferisce alla pagina del corso del 2020/2021
CR037,[auto_on_import],C011,UNI06,[to_be_filled],SQ01,known_institution,"""Scienze della comunicazione"" ""Università degli Studi di Torino""",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T13:38:00+02:00,10,10,true,true,,1,1,Homepage - Corso di laurea in Scienze della Comunicazione ...,https://comunicazione.campusnet.unito.it/,official_equivalent,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,people_also_ask,true,artifacts/runs/SERP_B002/serp/SERP_B002_r013_top10.png,
CR037,[auto_on_import],C011,UNI06,[to_be_filled],SQ02,user_like_institutional,Scienze della comunicazione UniTo,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T13:44:00+02:00,10,10,true,true,,2,2,[2705L31] SCIENZE DELLA COMUNICAZIONE - Torino,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,canonical_exact,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,,false,artifacts/runs/SERP_B002/serp/SERP_B002_r014_top10.png,
CR037,[auto_on_import],C011,UNI06,[to_be_filled],SQ03,information_seeking,Scienze della comunicazione triennale Torino,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T13:46:00+02:00,10,10,true,true,,2,2,[2705L31] SCIENZE DELLA COMUNICAZIONE - Torino,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,canonical_exact,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,,true,artifacts/runs/SERP_B002/serp/SERP_B002_r015_top10.png,
