crawl_run_id,serp_observation_id,course_id,university_id,source_document_id,query_template_id,query_type,query_string,search_engine,search_interface,hl,gl,browser_mode,login_status,device_profile,viewport_width,observed_at,max_organic_depth,max_organic_depth_observed,target_found,target_found_top10,target_found_top20,target_rank_organic,target_rank_absolute,target_result_title,target_result_url,target_match_type,canonical_course_url,serp_features_observed,ads_observed,evidence_capture_path,notes
CR042,[auto_on_import],C033,UNI17,[to_be_filled],SQ01,known_institution,"""Comunicazione e DAMS"" ""Università della Calabria""",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-07T11:18:00+02:00,10,10,true,true,,1,1,COMUNICAZIONE E DAMS - Corsi di Laurea,https://corsi.unical.it/lt-lmcu/comunicazione-e-dams/,canonical_normalized,https://corsi.unical.it/lt-lmcu/comunicazione-e-dams/cds/corso/?lang=it,ai_overview,true,artifacts/runs/SERP_B007/serp/SERP_B007_r001_top10.png,
CR042,[auto_on_import],C033,UNI17,[to_be_filled],SQ02,user_like_institutional,Comunicazione e DAMS UniCal,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-07T11:23:00+02:00,10,10,true,true,,1,1,COMUNICAZIONE E DAMS - Corsi di Laurea,https://corsi.unical.it/lt-lmcu/comunicazione-e-dams/,canonical_normalized,https://corsi.unical.it/lt-lmcu/comunicazione-e-dams/cds/corso/?lang=it,people_also_ask,false,artifacts/runs/SERP_B007/serp/SERP_B007_r002_top10.png,il secondo risultato sembra di un anno precedente lama pagina da errore
CR042,[auto_on_import],C033,UNI17,[to_be_filled],SQ03,information_seeking,Comunicazione e DAMS triennale Rende,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-07T11:25:00+02:00,10,10,true,true,,1,1,COMUNICAZIONE E DAMS - Corsi di Laurea,https://corsi.unical.it/lt-lmcu/comunicazione-e-dams/,canonical_normalized,https://corsi.unical.it/lt-lmcu/comunicazione-e-dams/cds/corso/?lang=it,"ai_overview, people_also_ask",false,artifacts/runs/SERP_B007/serp/SERP_B007_r003_top10.png,
CR042,[auto_on_import],C034,UNI17,[to_be_filled],SQ01,known_institution,"""Linguaggi della comunicazione e dello spettacolo"" ""Università della Calabria""",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-07T11:32:00+02:00,10,10,true,true,,1,1,LINGUAGGI DELLA COMUNICAZIONE E DELLO SPETTACOLO,https://corsi.unical.it/lm/linguaggi-della-comunicazione-e-dello-spettacolo/,canonical_exact,https://corsi.unical.it/lm/linguaggi-della-comunicazione-e-dello-spettacolo/,"ai_overview, people_also_ask",false,artifacts/runs/SERP_B007/serp/SERP_B007_r004_top10.png,
CR042,[auto_on_import],C034,UNI17,[to_be_filled],SQ02,user_like_institutional,Linguaggi della comunicazione e dello spettacolo UniCal,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-07T11:33:00+02:00,10,10,true,true,,1,1,LINGUAGGI DELLA COMUNICAZIONE E DELLO SPETTACOLO,https://corsi.unical.it/lm/linguaggi-della-comunicazione-e-dello-spettacolo/,canonical_exact,https://corsi.unical.it/lm/linguaggi-della-comunicazione-e-dello-spettacolo/,,false,artifacts/runs/SERP_B007/serp/SERP_B007_r005_top10.png,
CR042,[auto_on_import],C034,UNI17,[to_be_filled],SQ03,information_seeking,Linguaggi della comunicazione e dello spettacolo magistrale Rende,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-07T11:35:00+02:00,10,10,true,true,,1,1,LINGUAGGI DELLA COMUNICAZIONE E DELLO SPETTACOLO,https://corsi.unical.it/lm/linguaggi-della-comunicazione-e-dello-spettacolo/,canonical_exact,https://corsi.unical.it/lm/linguaggi-della-comunicazione-e-dello-spettacolo/,"ai_overview, people_also_ask",false,artifacts/runs/SERP_B007/serp/SERP_B007_r006_top10.png,
CR042,[auto_on_import],C036,UNI18,[to_be_filled],SQ01,known_institution,"""Digital Society, Social Innovation and Global Citizenship"" ""Università degli Studi di Napoli Federico II""",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-07T11:37:00+02:00,10,10,true,true,,1,1,"DA2 DIGITAL SOCIETY, SOCIAL INNOVATION AND GLOBAL ...",https://www.corsi.unina.it/DA2,canonical_exact,https://www.corsi.unina.it/DA2/home,,false,artifacts/runs/SERP_B007/serp/SERP_B007_r007_top10.png,
CR042,[auto_on_import],C036,UNI18,[to_be_filled],SQ02,user_like_institutional,"Digital Society, Social Innovation and Global Citizenship Unina",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-07T11:40:00+02:00,10,10,true,true,,3,3,"DA2 DIGITAL SOCIETY, SOCIAL INNOVATION AND GLOBAL ...",https://www.corsi.unina.it/DA2,canonical_exact,https://www.corsi.unina.it/DA2/home,people_also_ask,false,artifacts/runs/SERP_B007/serp/SERP_B007_r008_top10.png,"target terza posizione, primi due risultati comunque ricerche correlate della stessa università e dipartimento"
CR042,[auto_on_import],C036,UNI18,[to_be_filled],SQ03,information_seeking,"Digital Society, Social Innovation and Global Citizenship magistrale Napoli",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-07T11:42:00+02:00,10,10,true,true,,1,1,"DA2 DIGITAL SOCIETY, SOCIAL INNOVATION AND GLOBAL ...",https://www.corsi.unina.it/DA2,canonical_exact,https://www.corsi.unina.it/DA2/home,,false,artifacts/runs/SERP_B007/serp/SERP_B007_r009_top10.png,
CR042,[auto_on_import],C037,UNI19,[to_be_filled],SQ01,known_institution,"""Scienze della Comunicazione"" ""Università degli Studi di Bergamo""",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-07T11:46:00+02:00,10,10,true,true,,2,8,scienze della comunicazione - Bergamo,https://www.unibg.it/studiare/corsi/offertaformativa/scienze-comunicazione,canonical_exact,https://www.unibg.it/studiare/corsi/offertaformativa/scienze-comunicazione,,true,artifacts/runs/SERP_B007/serp/SERP_B007_r010_top10.png,il primo risultato è officila equivalent
