journey_id,university_id,sample_course_id,university_name,course_name,degree_type,course_class,disciplinary_cluster,journey_scope,journey_start_url,journey_hub_url,journey_target_url,homepage_host,hub_host,target_host,target_platform_family,planned_primary_path,planned_secondary_path,manual_click_depth,manual_time_seconds,manual_success,scripted_click_depth,scripted_time_seconds,scripted_success,internal_search_used,filters_used,direct_cta_used,intermediate_steps_count,intermediate_step_1_url,intermediate_step_2_url,intermediate_step_3_url,js_dependency_level_preaudit,measurement_status,notes
J025,UNI13,C025,Università degli Studi di Palermo,Scienze della Comunicazione,triennale,L-20,communication_media,homepage_to_course,https://www.unipa.it/,https://www.unipa.it/didattica/offerta-formativa.html,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447,www.unipa.it,www.unipa.it,www.unipa.it,unipa_course_site,homepage > programmes_hub > course_page,homepage > site_search > course_page,2,30,1,,,,0,1,0,1,https://www.unipa.it/didattica/offerta-formativa.html,,,low,manual_v1_complete,manual journey collected 2026-04-23 via homepage Didattica dropdown > offerta-formativa.html (Vue.js SPA with type filter) > Culture e Società dept > SCIENZE DELLA COMUNICAZIONE card > struttura.html?id=2989 → 302→302 → course page; 2 clicks; type filter Laurea used; 5 curricula all sharing UNIDB_ID=2989
