journey_id,university_id,sample_course_id,university_name,course_name,degree_type,course_class,disciplinary_cluster,journey_scope,journey_start_url,journey_hub_url,journey_target_url,homepage_host,hub_host,target_host,target_platform_family,planned_primary_path,planned_secondary_path,manual_click_depth,manual_time_seconds,manual_success,scripted_click_depth,scripted_time_seconds,scripted_success,internal_search_used,filters_used,direct_cta_used,intermediate_steps_count,intermediate_step_1_url,intermediate_step_2_url,intermediate_step_3_url,js_dependency_level_preaudit,measurement_status,notes
J028,UNI14,C028,Università per Stranieri di Perugia,"Comunicazione pubblicitaria, storytelling e cultura d'immagine",magistrale,LM-92,communication_media_culture,homepage_to_course,https://www.unistrapg.it/,https://www.unistrapg.it/offerta-formativa,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-magistrale-comunicazione-pubblicitaria-storytelling-e-cultura-dimmagine-compsi,www.unistrapg.it,www.unistrapg.it,www.unistrapg.it,unistrapg_course_site,homepage > programmes_hub > course_page,homepage > site_search > course_page,2,19,1,,,,0,0,1,1,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale,,,low,manual_v1_complete,"CR028 2026-04-23; 2 clicks via Offerta formativa nav dropdown > corsi-di-laurea-e-laurea-magistrale listing > CompSI card Vai alla pagina del corso; /compsi slug → 301 → canonical /it/ URL; direct_cta_used=1; 1-click shortcut also present directly in nav dropdown"
