sample_course_id,university_id,university_name,course_name,degree_type,course_class,disciplinary_cluster,selection_role,selection_priority,course_page_url,url_origin,normalization_status,selection_rationale,notes
C030,UNI15,Università degli Studi di Urbino Carlo Bo,Comunicazione Digitale per la Cultura,magistrale,LM-92,communication_cultural_heritage,core_magistrale,core,https://www.uniurb.it/corsi/1757220,pilot_lm92_seed,reviewed_canonical_ateneo_card,pilot magistrale retained on official ateneo course page,official UniUrb course page confirmed
