source_fragment_id,source_document_id,fragment_type,fragment_order,text_excerpt,normalized_text,selector_hint,notes
SF0051,SD0026,title,1,Università degli Studi di Genova | UniGe,università degli studi di genova unige,//title,raw snapshot title
SF0052,SD0026,h1,2,"Arrivando a Genova vedrai una città imperiosa, coronata da aspre montagne, superba per uomini e per mura, signora del mare.","arrivando a genova vedrai una città imperiosa, coronata da aspre montagne, superba per uomini e per mura, signora del mare.",//h1[1],raw snapshot first h1
SF0053,SD0027,title,1,Offerta formativa | Corsi di Studio UniGe,offerta formativa corsi di studio unige,//title,raw snapshot title; no h1 or meta description detected
SF0056,SD0029,title,1,CORSO DI LAUREA MAGISTRALE (D.M. 1649/2023) in DIGITAL HUMANITIES - INTERACTIVE SYSTEMS AND DIGITAL MEDIA | UniGe | Università di Genova | Corsi di Studio UniGe,corso di laurea magistrale (d.m. 1649/2023) in digital humanities - interactive systems and digital media unige università di genova corsi di studio unige,//title,raw snapshot title
SF0057,SD0029,h1,2,Panoramica,panoramica,//h1[1],raw snapshot first h1; course name is mainly exposed in the title
