journey_id,university_id,sample_course_id,university_name,course_name,degree_type,course_class,disciplinary_cluster,journey_scope,journey_start_url,journey_hub_url,journey_target_url,homepage_host,hub_host,target_host,target_platform_family,planned_primary_path,planned_secondary_path,manual_click_depth,manual_time_seconds,manual_success,scripted_click_depth,scripted_time_seconds,scripted_success,internal_search_used,filters_used,direct_cta_used,intermediate_steps_count,intermediate_step_1_url,intermediate_step_2_url,intermediate_step_3_url,js_dependency_level_preaudit,measurement_status,notes
J036,UNI18,C036,"Università degli Studi di Napoli ""Federico II""","Digital Society, Social Innovation and Global Citizenship",magistrale,LM-92,communication_digital,homepage_to_course,https://www.unina.it/,https://www.unina.it/it/didattica/offerta-formativa,https://www.corsi.unina.it/DA2/home,www.unina.it,www.unina.it,www.corsi.unina.it,unina_course_portal,homepage > programmes_hub > course_page,homepage > site_search > course_page,0,24,0,,,,0,0,0,0,,,,high,manual_v1_complete,"CR030 2026-04-23; blocked_js with 0 clicks. Current shell observation: homepage https://www.unina.it/ and normalized hub /it/didattica/offerta-formativa both return HTTP 403, while target /DA2/home remains a JS-only shell. Separate course-details API evidence collected in the same session indicates DA2 is active, but the homepage-to-course journey is not reproducible."
