crawl_run_id,serp_observation_id,course_id,university_id,source_document_id,query_template_id,query_type,query_string,search_engine,search_interface,hl,gl,browser_mode,login_status,device_profile,viewport_width,observed_at,max_organic_depth,max_organic_depth_observed,target_found,target_found_top10,target_found_top20,target_rank_organic,target_rank_absolute,target_result_title,target_result_url,target_match_type,canonical_course_url,serp_features_observed,ads_observed,evidence_capture_path,notes
[CRxxx],[SOBSnnnn],[Cxxx],[UNIxx],[SDxxxx],[SQxx],[known_institution|user_like_institutional|information_seeking],[the exact query string used],[Google],[google.it],[it],[IT],[incognito],[logged_out],[desktop],[1536],[2026-MM-DDTHH:MM:SS+02:00],[10],[10 or 20],[true|false],[true|false],[true|false|null],[1-10 or null],[1-20 or null],[page title as shown in SERP],[URL as shown in SERP],[canonical_exact|canonical_normalized|official_equivalent|official_related|official_domain_only|third_party_related|ambiguous|not_found],[canonical URL from course_sample_master.csv],[none|featured_snippet|knowledge_panel|people_also_ask|image_pack|video_pack|sitelinks|ads],[true|false],[artifacts/runs/CRxxx/serp/SOBSnnnn_top10.png],[any anomalies or deviations from protocol]
