journey_id,university_id,sample_course_id,university_name,course_name,degree_type,course_class,disciplinary_cluster,journey_scope,journey_start_url,journey_hub_url,journey_target_url,homepage_host,hub_host,target_host,target_platform_family,planned_primary_path,planned_secondary_path,manual_click_depth,manual_time_seconds,manual_success,scripted_click_depth,scripted_time_seconds,scripted_success,internal_search_used,filters_used,direct_cta_used,intermediate_steps_count,intermediate_step_1_url,intermediate_step_2_url,intermediate_step_3_url,js_dependency_level_preaudit,measurement_status,notes
J009,UNI05,C009,Università degli Studi di Siena,Scienze della comunicazione,triennale,L-20,communication_media,homepage_to_course,https://www.unisi.it/,https://www.unisi.it/didattica,https://scienze-comunicazione.unisi.it/it,www.unisi.it,www.unisi.it,scienze-comunicazione.unisi.it,unisi_course_site,homepage > programmes_hub > course_page,homepage > site_search > course_page,4,36,1,,,,0,0,1,3,https://www.unisi.it/didattica,https://www.unisi.it/didattica/corsi-di-studio-2025-2026,https://www.unisi.it/ugov/degree/89917,low,manual_v1_complete,manual journey collected 2026-04-21 via homepage > Didattica > Corsi di studio 2025-2026 > U-GOV course sheet > dedicated course site CTA
