sample_course_id,university_id,university_name,course_name,degree_type,course_class,disciplinary_cluster,selection_role,selection_priority,course_page_url,url_origin,normalization_status,selection_rationale,notes
C020,UNI10,Università degli Studi dell'Insubria,Scienze e Tecniche della Comunicazione,magistrale,LM-92,communication_media,core_magistrale,core,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea/scienze-e-tecniche-della-comunicazione,pilot_lm92_seed,reviewed_canonical,pilot magistrale retained for definitive seed,class confirmed on official course page
