sample_course_id,university_id,university_name,course_name,degree_type,course_class,disciplinary_cluster,selection_role,selection_priority,course_page_url,url_origin,normalization_status,selection_rationale,notes
C017,UNI09,Università degli Studi di Milano,Comunicazione e società,triennale,L-20,communication_media,core_triennale,core,https://www.unimi.it/it/corsi/laurea-triennale/comunicazione-e-societa-ces,official_search_apr2026,searched_seed,communication L-course paired with pilot magistrale,official course page
