journey_id,university_id,sample_course_id,university_name,course_name,degree_type,course_class,disciplinary_cluster,journey_scope,journey_start_url,journey_hub_url,journey_target_url,homepage_host,hub_host,target_host,target_platform_family,planned_primary_path,planned_secondary_path,manual_click_depth,manual_time_seconds,manual_success,scripted_click_depth,scripted_time_seconds,scripted_success,internal_search_used,filters_used,direct_cta_used,intermediate_steps_count,intermediate_step_1_url,intermediate_step_2_url,intermediate_step_3_url,js_dependency_level_preaudit,measurement_status,notes
J004,UNI02,C004,Università degli Studi di Padova,Strategie di comunicazione,magistrale,LM-92,communication_media,homepage_to_course,https://www.unipd.it/,https://www.unipd.it/corsi-di-laurea,https://www.unipd.it/corsi-di-laurea/strategie-di-comunicazione,www.unipd.it,www.unipd.it,www.unipd.it,unipd_nextjs,homepage > programmes_hub > course_page,homepage > site_search > course_page,1,44,0,,,,0,0,0,1,https://www.unipd.it/corsi-di-laurea,,,medium,manual_v1_complete,manual journey collected 2026-04-20 via JR0006; same Unipd Next.js platform as J003; hub updated from dead /offerta-didattica to /corsi-di-laurea; target URL resolved 2026-04-21 as /corsi-di-laurea/strategie-di-comunicazione (SD0090); run_outcome=blocked_js
