sample_course_id,university_id,university_name,course_name,degree_type,course_class,disciplinary_cluster,selection_role,selection_priority,course_page_url,url_origin,normalization_status,selection_rationale,notes
C004,UNI02,Università degli Studi di Padova,Strategie di comunicazione,magistrale,LM-92,communication_media,core_magistrale,core,https://www.unipd.it/corsi-di-laurea/strategie-di-comunicazione,official_search_apr2026,normalized_platform_migration,pilot magistrale retained and normalized to ateneo course card,official course page; URL verified 2026-04-21 on current Next.js slug /corsi-di-laurea/strategie-di-comunicazione (SD0090); replaces dead pre-migration /offerta-didattica seed
