crawl_run_id,serp_observation_id,course_id,university_id,source_document_id,query_template_id,query_type,query_string,search_engine,search_interface,hl,gl,browser_mode,login_status,device_profile,viewport_width,observed_at,max_organic_depth,max_organic_depth_observed,target_found,target_found_top10,target_found_top20,target_rank_organic,target_rank_absolute,target_result_title,target_result_url,target_match_type,canonical_course_url,serp_features_observed,ads_observed,evidence_capture_path,notes
CR040,[auto_on_import],C023,UNI12,[to_be_filled],SQ01,known_institution,"""Scienze della comunicazione"" ""Università degli Studi Roma Tre""",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T16:33:00+02:00,10,10,true,true,,1,1,Scienze della Comunicazione,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/,canonical_exact,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/,ai_overview,false,artifacts/runs/SERP_B005/serp/SERP_B005_r001_top10.png,
CR040,[auto_on_import],C023,UNI12,[to_be_filled],SQ02,user_like_institutional,Scienze della comunicazione Roma Tre,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T16:43:00+02:00,10,10,true,true,,1,1,Scienze della Comunicazione,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/,canonical_exact,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/,people_also_ask,false,artifacts/runs/SERP_B005/serp/SERP_B005_r002_top10.png,
CR040,[auto_on_import],C023,UNI12,[to_be_filled],SQ03,information_seeking,Scienze della comunicazione triennale Roma,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T16:47:00+02:00,10,10,true,true,,1,1,Scienze della Comunicazione,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/,canonical_exact,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/,ai_overview,true,artifacts/runs/SERP_B005/serp/SERP_B005_r003_top10.png,
CR040,[auto_on_import],C024,UNI12,[to_be_filled],SQ01,known_institution,"""Scienze cognitive della comunicazione e dell'azione"" ""Università degli Studi Roma Tre""",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T16:55:00+02:00,10,10,true,true,,1,1,Scienze Cognitive della Comunicazione e dell'Azione,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2024-2025/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/,canonical_normalized,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/,"ai_overview, people_also_ask",false,artifacts/runs/SERP_B005/serp/SERP_B005_r004_top10.png,"il link è leggermente diverso, porta l'anno ""2024-2025"" ma i contenuti sono aggiornati al anno accademico target e la pagina corrisponde"
CR040,[auto_on_import],C024,UNI12,[to_be_filled],SQ02,user_like_institutional,Scienze cognitive della comunicazione e dell'azione Roma Tre,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T16:56:00+02:00,10,10,true,true,,1,1,Scienze Cognitive della Comunicazione e dell'Azione,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2024-2025/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/,canonical_normalized,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/,"ai_overview, people_also_ask",false,artifacts/runs/SERP_B005/serp/SERP_B005_r005_top10.png,"il link è leggermente diverso, porta l'anno ""2024-2025"" ma i contenuti sono aggiornati al anno accademico target e la pagina corrisponde"
CR040,[auto_on_import],C024,UNI12,[to_be_filled],SQ03,information_seeking,Scienze cognitive della comunicazione e dell'azione magistrale Roma,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T16:58:00+02:00,10,10,true,true,,1,1,Scienze Cognitive della Comunicazione e dell'Azione,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2024-2025/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/,canonical_normalized,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/,"ai_overview, people_also_ask",false,artifacts/runs/SERP_B005/serp/SERP_B005_r006_top10.png,"il link è leggermente diverso, porta l'anno ""2024-2025"" ma i contenuti sono aggiornati al anno accademico target e la pagina corrisponde"
CR040,[auto_on_import],C025,UNI13,[to_be_filled],SQ01,known_institution,"""Scienze della Comunicazione"" ""Università degli Studi di Palermo""",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T16:59:00+02:00,10,10,true,true,,1,1,2287 - SCIENZE DELLA COMUNICAZIONE,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2287,canonical_normalized,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447,people_also_ask,false,artifacts/runs/SERP_B005/serp/SERP_B005_r007_top10.png,"il link porta ad una pagina identica al target, non si capisce bene se sia un anno diverso, comunque i contenuti sembrano aggiornati all'anno target"
CR040,[auto_on_import],C025,UNI13,[to_be_filled],SQ02,user_like_institutional,Scienze della Comunicazione UniPa,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T17:05:00+02:00,10,10,true,true,,3,8,2447 - SCIENZE DELLA COMUNICAZIONE - Piano di Studi,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447/?pagina=pianodistudi,canonical_exact,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447,people_also_ask,false,artifacts/runs/SERP_B005/serp/SERP_B005_r008_top10.png,il target esatto compare come terzo risultato mentre il target normalizzato compare come primo risultato
CR040,[auto_on_import],C025,UNI13,[to_be_filled],SQ03,information_seeking,Scienze della Comunicazione triennale Palermo,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T17:09:00+02:00,10,10,true,true,,1,1,2287 - SCIENZE DELLA COMUNICAZIONE,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2287,canonical_normalized,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447,"ai_overview, people_also_ask",true,artifacts/runs/SERP_B005/serp/SERP_B005_r009_top10.png,"il link porta ad una pagina identica al target, non si capisce bene se sia un anno diverso, comunque i contenuti sembrano aggiornati all'anno target"
CR040,[auto_on_import],C026,UNI13,[to_be_filled],SQ01,known_institution,"""Comunicazione del patrimonio culturale"" ""Università degli Studi di Palermo""",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T17:11:00+02:00,10,10,true,true,,1,1,2215 - COMUNICAZIONE DEL PATRIMONIO CULTURALE,https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215,canonical_exact,https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215,ai_overview,false,artifacts/runs/SERP_B005/serp/SERP_B005_r010_top10.png,
CR040,[auto_on_import],C026,UNI13,[to_be_filled],SQ02,user_like_institutional,Comunicazione del patrimonio culturale UniPa,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T17:14:00+02:00,10,10,true,true,,1,1,2215 - COMUNICAZIONE DEL PATRIMONIO CULTURALE,https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215,canonical_exact,https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215,,false,artifacts/runs/SERP_B005/serp/SERP_B005_r011_top10.png,"il target compare come primo risultato ma lo stesso corso con un codice diverso compare, come prima sembra la versione normalizzata del target e non si capisce se sia un anno accademico diverso"
CR040,[auto_on_import],C026,UNI13,[to_be_filled],SQ03,information_seeking,Comunicazione del patrimonio culturale magistrale Palermo,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T17:18:00+02:00,10,10,true,true,,1,1,2215 - COMUNICAZIONE DEL PATRIMONIO CULTURALE,https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215,canonical_exact,https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215,ai_overview,false,artifacts/runs/SERP_B005/serp/SERP_B005_r012_top10.png,"il target compare come primo risultato ma lo stesso corso con un codice diverso compare, come prima sembra la versione normalizzata del target e non si capisce se sia un anno accademico diverso"
CR040,[auto_on_import],C027,UNI14,[to_be_filled],SQ01,known_institution,"""Comunicazione internazionale e pubblicitaria"" ""Università per Stranieri di Perugia""",Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T17:20:00+02:00,10,10,true,true,,1,1,Corso di laurea in Comunicazione internazionale e ...,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-comunicazione-internazionale-e-pubblicitaria-comip,canonical_exact,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-comunicazione-internazionale-e-pubblicitaria-comip,,false,artifacts/runs/SERP_B005/serp/SERP_B005_r013_top10.png,il target è il primo ma compaiono altri link equivalenti ma di sotto domini
CR040,[auto_on_import],C027,UNI14,[to_be_filled],SQ02,user_like_institutional,Comunicazione internazionale e pubblicitaria UniStraPG,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T17:23:00+02:00,10,10,true,true,,1,1,Corso di laurea in Comunicazione internazionale e ...,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-comunicazione-internazionale-e-pubblicitaria-comip,canonical_exact,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-comunicazione-internazionale-e-pubblicitaria-comip,,false,artifacts/runs/SERP_B005/serp/SERP_B005_r014_top10.png,il target è il primo ma compaiono altri link equivalenti ma di sotto domini
CR040,[auto_on_import],C027,UNI14,[to_be_filled],SQ03,information_seeking,Comunicazione internazionale e pubblicitaria triennale Perugia,Google,google.it,it,IT,incognito,logged_out,desktop,1440,2026-05-06T17:24:00+02:00,10,10,true,true,,1,1,Corso di laurea in Comunicazione internazionale e ...,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-comunicazione-internazionale-e-pubblicitaria-comip,canonical_exact,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-comunicazione-internazionale-e-pubblicitaria-comip,ai_overview,false,artifacts/runs/SERP_B005/serp/SERP_B005_r015_top10.png,
