sample_course_id,university_id,university_name,course_name,degree_type,course_class,disciplinary_cluster,selection_role,selection_priority,course_page_url,url_origin,normalization_status,selection_rationale,notes
C015,UNI08,Università degli Studi di Milano-Bicocca,Comunicazione interculturale,triennale,L-20,communication_intercultural,core_triennale,core,https://www.unimib.it/triennale/comunicazione-interculturale,official_search_apr2026,searched_seed,communication L-course paired with pilot magistrale,official course page
