sample_course_id,university_id,university_name,course_name,degree_type,course_class,disciplinary_cluster,selection_role,selection_priority,course_page_url,url_origin,normalization_status,selection_rationale,notes
C005,UNI03,Università degli Studi di Pisa,Discipline dello spettacolo e della comunicazione,triennale,L-3/L-20,communication_media_culture,core_triennale,core,https://www.unipi.it/didattica/corsi/lauree-triennali-ciclo-unico/discipline-dello-spettacolo-e-della-comunicazione-dscr-l,official_search_apr2026,searched_seed,communication adjacent triennale paired with pilot magistrale,interclass course
