sample_course_id,university_id,university_name,course_name,degree_type,course_class,disciplinary_cluster,selection_role,selection_priority,course_page_url,url_origin,normalization_status,selection_rationale,notes
C003,UNI02,Università degli Studi di Padova,Comunicazione,triennale,L-20,communication_media,core_triennale,core,https://www.unipd.it/corsi-di-laurea/comunicazione,official_search_apr2026,normalized_platform_migration,communication L-course paired with pilot magistrale,official course page; URL updated 2026-04-20 after Unipd platform migration to Next.js/React; old /offerta-didattica URL dead (308); new URL confirmed 200 as SD0089
