crawl_run_id,target_id,category,item_id,item_description,item_count,selector_or_xpath_available,raw_json_path
WVRUN_pilot4,WV_COURSE_C002,alert,fieldset_missing,Missing fieldset,2,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,alert,legend_missing,Fieldset missing legend,3,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,alert,link_internal_broken,Broken same-page link,4,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,alert,accesskey,Accesskey,2,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,alert,title_redundant,Redundant title text,5,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,feature,alt_null,Null or empty alternative text,1,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,feature,alt_link,Linked image with alternative text,1,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,feature,label,Form label,10,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,feature,lang,Language,1,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,structure,h1,Heading level 1,2,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,structure,h2,Heading level 2,6,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,structure,h3,Heading level 3,13,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,structure,h4,Heading level 4,15,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,structure,ol,Ordered list,1,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,structure,ul,Unordered list,24,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,structure,header,Header,1,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,structure,nav,Navigation,5,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,structure,main,Main content,1,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,structure,footer,Footer,1,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,structure,aside,Aside,1,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,structure,region,Generic region,1,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,aria,aria,ARIA,38,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,aria,aria_label,ARIA label,23,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,aria,aria_tabindex,ARIA tabindex,9,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,aria,aria_live_region,ARIA alert or live region,1,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,aria,aria_button,ARIA button,1,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,aria,aria_hidden,ARIA hidden,38,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,aria,aria_expanded,ARIA expanded,18,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_COURSE_C002,aria,aria_haspopup,ARIA popup,6,True,wave/data/raw/WVRUN_pilot4/WV_COURSE_C002.json
WVRUN_pilot4,WV_HOME_UNI02,error,label_missing,Missing form label,2,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,error,aria_reference_broken,Broken ARIA reference,1,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,contrast,contrast,Very low contrast,17,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,alert,alt_redundant,Redundant alternative text,1,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,alert,alt_suspicious,Suspicious alternative text,2,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,alert,heading_skipped,Skipped heading level,1,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,alert,heading_possible,Possible heading,5,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,alert,link_suspicious,Suspicious link text,1,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,alert,link_redundant,Redundant link,2,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,alert,noscript,Noscript element,1,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,alert,title_redundant,Redundant title text,44,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,feature,alt,Alternative text,7,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,feature,alt_null,Null or empty alternative text,16,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,feature,alt_link,Linked image with alternative text,56,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,feature,label,Form label,5,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,feature,fieldset,Fieldset,1,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,feature,lang,Language,29,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,structure,h1,Heading level 1,1,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,structure,h2,Heading level 2,5,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,structure,h3,Heading level 3,19,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,structure,h4,Heading level 4,57,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,structure,ul,Unordered list,7,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,structure,iframe,Inline frame,3,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,structure,header,Header,1,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,structure,main,Main content,1,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,structure,footer,Footer,1,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,structure,aside,Aside,2,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,structure,region,Generic region,10,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,aria,aria,ARIA,118,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,aria,aria_label,ARIA label,145,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,aria,aria_tabindex,ARIA tabindex,76,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,aria,aria_live_region,ARIA alert or live region,1,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,aria,aria_button,ARIA button,20,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,aria,aria_hidden,ARIA hidden,117,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_pilot4,WV_HOME_UNI02,aria,aria_expanded,ARIA expanded,30,True,wave/data/raw/WVRUN_pilot4/WV_HOME_UNI02.json
WVRUN_001,WV_COURSE_C001,error,link_empty,Empty link,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,alert,fieldset_missing,Missing fieldset,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,alert,legend_missing,Fieldset missing legend,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,alert,link_internal_broken,Broken same-page link,4,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,alert,noscript,Noscript element,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,alert,accesskey,Accesskey,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,alert,text_justified,Justified text,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,alert,title_redundant,Redundant title text,6,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,feature,alt,Alternative text,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,feature,alt_null,Null or empty alternative text,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,feature,alt_link,Linked image with alternative text,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,feature,label,Form label,8,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,feature,lang,Language,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,structure,h1,Heading level 1,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,structure,h2,Heading level 2,7,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,structure,h3,Heading level 3,9,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,structure,ul,Unordered list,16,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,structure,header,Header,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,structure,nav,Navigation,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,structure,main,Main content,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,structure,footer,Footer,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,structure,aside,Aside,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,aria,aria,ARIA,15,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,aria,aria_label,ARIA label,11,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,aria,aria_button,ARIA button,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,aria,aria_hidden,ARIA hidden,36,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C001,aria,aria_expanded,ARIA expanded,4,True,wave/data/raw/WVRUN_001/WV_COURSE_C001.json
WVRUN_001,WV_COURSE_C003,error,label_missing,Missing form label,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,contrast,contrast,Very low contrast,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,alert,alt_suspicious,Suspicious alternative text,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,alert,heading_skipped,Skipped heading level,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,alert,link_suspicious,Suspicious link text,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,alert,link_redundant,Redundant link,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,alert,noscript,Noscript element,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,alert,title_redundant,Redundant title text,37,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,feature,alt,Alternative text,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,feature,alt_null,Null or empty alternative text,9,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,feature,alt_link,Linked image with alternative text,16,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,feature,label,Form label,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,feature,fieldset,Fieldset,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,feature,lang,Language,29,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,structure,h1,Heading level 1,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,structure,h2,Heading level 2,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,structure,h3,Heading level 3,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,structure,h4,Heading level 4,58,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,structure,ol,Ordered list,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,structure,ul,Unordered list,7,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,structure,iframe,Inline frame,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,structure,header,Header,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,structure,nav,Navigation,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,structure,main,Main content,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,structure,footer,Footer,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,structure,aside,Aside,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,structure,region,Generic region,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,aria,aria,ARIA,112,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,aria,aria_label,ARIA label,91,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,aria,aria_tabindex,ARIA tabindex,48,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,aria,aria_button,ARIA button,20,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,aria,aria_hidden,ARIA hidden,54,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C003,aria,aria_expanded,ARIA expanded,25,True,wave/data/raw/WVRUN_001/WV_COURSE_C003.json
WVRUN_001,WV_COURSE_C004,error,label_missing,Missing form label,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,contrast,contrast,Very low contrast,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,alert,alt_suspicious,Suspicious alternative text,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,alert,heading_skipped,Skipped heading level,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,alert,link_suspicious,Suspicious link text,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,alert,link_redundant,Redundant link,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,alert,noscript,Noscript element,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,alert,title_redundant,Redundant title text,37,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,feature,alt,Alternative text,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,feature,alt_null,Null or empty alternative text,9,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,feature,alt_link,Linked image with alternative text,16,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,feature,label,Form label,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,feature,fieldset,Fieldset,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,feature,lang,Language,29,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,structure,h1,Heading level 1,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,structure,h2,Heading level 2,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,structure,h3,Heading level 3,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,structure,h4,Heading level 4,58,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,structure,ol,Ordered list,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,structure,ul,Unordered list,7,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,structure,iframe,Inline frame,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,structure,header,Header,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,structure,nav,Navigation,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,structure,main,Main content,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,structure,footer,Footer,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,structure,aside,Aside,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,structure,region,Generic region,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,aria,aria,ARIA,113,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,aria,aria_label,ARIA label,91,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,aria,aria_tabindex,ARIA tabindex,49,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,aria,aria_button,ARIA button,20,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,aria,aria_hidden,ARIA hidden,54,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C004,aria,aria_expanded,ARIA expanded,25,True,wave/data/raw/WVRUN_001/WV_COURSE_C004.json
WVRUN_001,WV_COURSE_C005,error,alt_missing,Missing alternative text,21,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,error,language_missing,Language missing or invalid,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,error,link_empty,Empty link,6,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,alert,alt_suspicious,Suspicious alternative text,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,alert,heading_skipped,Skipped heading level,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,alert,link_internal_broken,Broken same-page link,9,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,alert,link_redundant,Redundant link,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,alert,link_pdf,Link to PDF document,7,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,alert,event_handler,Device dependent event handler,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,alert,accesskey,Accesskey,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,alert,tabindex,Tabindex,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,feature,alt,Alternative text,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,feature,alt_link,Linked image with alternative text,6,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,feature,lang,Language,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,structure,h1,Heading level 1,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,structure,h2,Heading level 2,11,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,structure,h3,Heading level 3,10,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,structure,h4,Heading level 4,11,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,structure,h5,Heading level 5,31,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,structure,ul,Unordered list,97,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,structure,nav,Navigation,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,structure,main,Main content,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,aria,aria,ARIA,35,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,aria,aria_label,ARIA label,52,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,aria,aria_tabindex,ARIA tabindex,12,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,aria,aria_button,ARIA button,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,aria,aria_hidden,ARIA hidden,10,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,aria,aria_expanded,ARIA expanded,16,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C005,aria,aria_haspopup,ARIA popup,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C005.json
WVRUN_001,WV_COURSE_C006,error,alt_missing,Missing alternative text,21,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,error,language_missing,Language missing or invalid,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,error,link_empty,Empty link,6,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,alert,alt_suspicious,Suspicious alternative text,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,alert,heading_skipped,Skipped heading level,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,alert,link_internal_broken,Broken same-page link,9,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,alert,link_redundant,Redundant link,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,alert,link_pdf,Link to PDF document,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,alert,event_handler,Device dependent event handler,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,alert,accesskey,Accesskey,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,alert,tabindex,Tabindex,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,feature,alt,Alternative text,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,feature,alt_link,Linked image with alternative text,4,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,feature,lang,Language,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,structure,h1,Heading level 1,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,structure,h2,Heading level 2,11,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,structure,h3,Heading level 3,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
WVRUN_001,WV_COURSE_C006,structure,h4,Heading level 4,4,True,wave/data/raw/WVRUN_001/WV_COURSE_C006.json
