journey_id,university_id,sample_course_id,university_name,course_name,degree_type,course_class,disciplinary_cluster,journey_scope,journey_start_url,journey_hub_url,journey_target_url,homepage_host,hub_host,target_host,target_platform_family,planned_primary_path,planned_secondary_path,manual_click_depth,manual_time_seconds,manual_success,scripted_click_depth,scripted_time_seconds,scripted_success,internal_search_used,filters_used,direct_cta_used,intermediate_steps_count,intermediate_step_1_url,intermediate_step_2_url,intermediate_step_3_url,js_dependency_level_preaudit,measurement_status,notes
J002,UNI01,C002,Università degli Studi di Bologna,Semiotica,magistrale,LM-92,communication_media,homepage_to_course,https://www.unibo.it/,https://www.unibo.it/it/studiare,https://www.unibo.it/it/studiare/lauree-magistrali/corso/2025/6824,www.unibo.it,www.unibo.it,www.unibo.it,unibo_ateneo_course_card,homepage > programmes_hub > course_page,homepage > site_search > course_page,2,45,0,,,,0,0,0,2,https://www.unibo.it/it/studiare,https://www.unibo.it/it/studiare/lauree-e-lauree-magistrali-a-ciclo-unico,,medium,manual_v1_complete,manual journey collected 2026-04-20 via JR0004; hub browse reaches Cineca Angular listing but Semiotica magistrale not findable without JS; target URL confirmed live (SD0004) but not reachable via internal navigation; run_outcome=blocked_js
