sample_course_id,university_id,university_name,course_name,degree_type,course_class,disciplinary_cluster,selection_role,selection_priority,course_page_url,url_origin,normalization_status,selection_rationale,notes
C034,UNI17,Università della Calabria,Linguaggi della comunicazione e dello spettacolo,magistrale,LM-92,communication_media_culture,core_magistrale,core,https://corsi.unical.it/lm/linguaggi-della-comunicazione-e-dello-spettacolo/,pilot_lm92_seed,reviewed_canonical_ateneo_portal,pilot magistrale retained on official ateneo portal,official UniCal course portal confirmed
