journey_id,university_id,sample_course_id,university_name,course_name,degree_type,course_class,disciplinary_cluster,journey_scope,journey_start_url,journey_hub_url,journey_target_url,homepage_host,hub_host,target_host,target_platform_family,planned_primary_path,planned_secondary_path,manual_click_depth,manual_time_seconds,manual_success,scripted_click_depth,scripted_time_seconds,scripted_success,internal_search_used,filters_used,direct_cta_used,intermediate_steps_count,intermediate_step_1_url,intermediate_step_2_url,intermediate_step_3_url,js_dependency_level_preaudit,measurement_status,notes
J001,UNI01,C001,Università degli Studi di Bologna,Scienze della comunicazione,triennale,L-20,communication_media,homepage_to_course,https://www.unibo.it/,https://www.unibo.it/it/studiare,https://corsi.unibo.it/laurea/ScienzeComunicazione,www.unibo.it,www.unibo.it,corsi.unibo.it,unibo_course_portal,homepage > programmes_hub > course_page,homepage > site_search > course_page,3,35,1,,,,1,1,1,2,https://www.unibo.it/UniboWeb/UniboSearch/results.aspx?query=Scienze%20della%20comunicazione&filter=resourcetype%3aSchedaCorso&page=1,https://www.unibo.it/it/studiare/lauree-e-lauree-magistrali-a-ciclo-unico/corso/2025/6620,,low,manual_v1_complete,manual journey collected 2026-04-07 via homepage search > filtered results > ateneo card > CTA to course site
