source_fragment_id,source_document_id,fragment_type,fragment_order,text_excerpt,normalized_text,selector_hint,notes
SF0065,SD0034,title,1,home | Università degli Studi di Milano Statale,home università degli studi di milano statale,//title,raw snapshot title
SF0066,SD0034,meta_description,2,"Conosciuta anche come La Statale, l’Università degli Studi di Milano è una Università pubblica ai primi posti in Italia per l’impegno nella ricerca scientifica con un livello di eccellenza della ricerca riconosciuto dai principali ranking internazionali. Offre più di 140 corsi di Laurea, oltre 30 corsi di Dottorato e oltre 60 Scuole di specializzazione. La vocazione interdisciplinare ne fa un ambiente stimolante per studiare, lavorare e costruire il proprio futuro in una città viva di cultura, spettacolo e attività produttive","conosciuta anche come la statale, l’università degli studi di milano è una università pubblica ai primi posti in italia per l’impegno nella ricerca scientifica con un livello di eccellenza della ricerca riconosciuto dai principali ranking internazionali. offre più di 140 corsi di laurea, oltre 30 corsi di dottorato e oltre 60 scuole di specializzazione. la vocazione interdisciplinare ne fa un ambiente stimolante per studiare, lavorare e costruire il proprio futuro in una città viva di cultura, spettacolo e attività produttive",//meta[@name='description'],raw snapshot meta description
SF0067,SD0034,h1,3,home,home,//h1[1],raw snapshot first h1
SF0068,SD0035,title,1,Corsi | Università degli Studi di Milano Statale,corsi università degli studi di milano statale,//title,raw snapshot title
SF0069,SD0035,h1,2,Corsi,corsi,//h1[1],raw snapshot first h1
SF0072,SD0037,title,1,"Editoria, culture della comunicazione e della moda | Università degli Studi di Milano Statale","editoria, culture della comunicazione e della moda università degli studi di milano statale",//title,raw snapshot title
SF0073,SD0037,h1,2,"Editoria, culture della comunicazione e della moda","editoria, culture della comunicazione e della moda",//h1[1],raw snapshot first h1
